web-1  | 2025-11-28 01:36:23,291 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:23] "GET /web/webclient/load_menus HTTP/1.1" 200 - 1 0.001 0.004
web-1  | 2025-11-28 01:36:23,376 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:23] "GET /web/webclient/translations?hash=2a354ab9b7cfc70880721143fd0500bcf07278ab&lang=en_US HTTP/1.1" 200 - 1 0.001 0.003
web-1  | 2025-11-28 01:36:23,380 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:23] "GET /web/manifest.webmanifest HTTP/1.1" 200 - 6 0.005 0.006
web-1  | 2025-11-28 01:36:23,381 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:23] "GET /web/bundle/web_tour.interactive?lang=en_US HTTP/1.1" 200 - 1 0.001 0.003
web-1  | 2025-11-28 01:36:23,386 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:23] "GET /bus/websocket_worker_bundle?v=19.0-2 HTTP/1.1" 304 - 3 0.002 0.003
web-1  | 2025-11-28 01:36:23,441 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:23] "GET /web/image?model=res.users&field=avatar_128&id=2 HTTP/1.1" 304 - 8 0.010 0.010
web-1  | 2025-11-28 01:36:23,444 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:23] "POST /web/dataset/call_kw/ir.module.module/get_views#ir.module.module.get_views HTTP/1.1" 200 - 2 0.003 0.019
web-1  | 2025-11-28 01:36:23,448 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:23] "POST /web/dataset/call_kw/ir.module.module/search_panel_select_range#ir.module.module.search_panel_select_range HTTP/1.1" 200 - 1 0.004 0.008
web-1  | 2025-11-28 01:36:23,465 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:23] "POST /web/dataset/call_kw/ir.module.module/check_module_update#ir.module.module.check_module_update HTTP/1.1" 200 - 2 0.005 0.009
web-1  | 2025-11-28 01:36:23,466 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:23] "POST /mail/data HTTP/1.1" 200 - 17 0.028 0.012
web-1  | 2025-11-28 01:36:23,468 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:23] "GET /websocket?version=19.0-2 HTTP/1.1" 101 - 1 0.001 0.010
web-1  | 2025-11-28 01:36:23,480 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:23] "POST /web/dataset/call_kw/ir.module.module/search_panel_select_range#ir.module.module.search_panel_select_range HTTP/1.1" 200 - 39 0.024 0.012
web-1  | 2025-11-28 01:36:23,493 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:23] "POST /web/dataset/call_kw/ir.module.module/web_search_read#ir.module.module.web_search_read HTTP/1.1" 200 - 3 0.004 0.039
web-1  | 2025-11-28 01:36:23,503 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:23] "POST /web/dataset/call_kw/ir.module.module/check_module_update#ir.module.module.check_module_update HTTP/1.1" 200 - 2 0.001 0.002
web-1  | 2025-11-28 01:36:24,493 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:24] "GET /odoo/apps HTTP/1.1" 200 - 24 0.010 0.015
web-1  | 2025-11-28 01:36:24,511 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:24] "GET /web/webclient/load_menus HTTP/1.1" 200 - 1 0.001 0.003
web-1  | 2025-11-28 01:36:24,584 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:24] "GET /web/webclient/translations?hash=2a354ab9b7cfc70880721143fd0500bcf07278ab&lang=en_US HTTP/1.1" 200 - 1 0.001 0.004
web-1  | 2025-11-28 01:36:24,586 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:24] "GET /web/manifest.webmanifest HTTP/1.1" 200 - 6 0.006 0.006
web-1  | 2025-11-28 01:36:24,590 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:24] "GET /web/bundle/web_tour.interactive?lang=en_US HTTP/1.1" 200 - 1 0.001 0.004
web-1  | 2025-11-28 01:36:24,593 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:24] "GET /bus/websocket_worker_bundle?v=19.0-2 HTTP/1.1" 304 - 3 0.002 0.005
web-1  | 2025-11-28 01:36:24,639 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:24] "GET /web/image?model=res.users&field=avatar_128&id=2 HTTP/1.1" 304 - 8 0.006 0.010
web-1  | 2025-11-28 01:36:24,651 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:24] "POST /web/dataset/call_kw/ir.module.module/search_panel_select_range#ir.module.module.search_panel_select_range HTTP/1.1" 200 - 1 0.001 0.012
web-1  | 2025-11-28 01:36:24,651 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:24] "POST /web/dataset/call_kw/ir.module.module/get_views#ir.module.module.get_views HTTP/1.1" 200 - 2 0.004 0.022
web-1  | 2025-11-28 01:36:24,666 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:24] "POST /mail/data HTTP/1.1" 200 - 17 0.024 0.012
web-1  | 2025-11-28 01:36:24,667 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:24] "POST /web/dataset/call_kw/ir.module.module/check_module_update#ir.module.module.check_module_update HTTP/1.1" 200 - 2 0.003 0.005
web-1  | 2025-11-28 01:36:24,673 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:24] "GET /websocket?version=19.0-2 HTTP/1.1" 101 - 1 0.000 0.005
web-1  | 2025-11-28 01:36:24,680 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:24] "POST /web/dataset/call_kw/ir.module.module/search_panel_select_range#ir.module.module.search_panel_select_range HTTP/1.1" 200 - 39 0.023 0.016
web-1  | 2025-11-28 01:36:24,692 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:24] "POST /web/dataset/call_kw/ir.module.module/web_search_read#ir.module.module.web_search_read HTTP/1.1" 200 - 3 0.006 0.044
web-1  | 2025-11-28 01:36:24,709 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:24] "POST /web/dataset/call_kw/ir.module.module/check_module_update#ir.module.module.check_module_update HTTP/1.1" 200 - 2 0.002 0.004
web-1  | 2025-11-28 01:36:25,085 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:25] "GET /web/service-worker.js HTTP/1.1" 200 - 1 0.001 0.002
web-1  | 2025-11-28 01:36:26,326 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:26] "GET /web/service-worker.js HTTP/1.1" 200 - 1 0.001 0.002
web-1  | 2025-11-28 01:36:31,663 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "GET /odoo/apps HTTP/1.1" 200 - 24 0.007 0.012
web-1  | 2025-11-28 01:36:31,683 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "GET /web/webclient/load_menus HTTP/1.1" 200 - 1 0.001 0.004
web-1  | 2025-11-28 01:36:31,686 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "GET /web/assets/d4e796a/web.assets_web.min.js HTTP/1.1" 200 - 3 0.004 0.008
web-1  | 2025-11-28 01:36:31,694 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "GET /web/assets/d7bf25a/web.assets_web.min.css HTTP/1.1" 200 - 3 0.003 0.015
web-1  | 2025-11-28 01:36:31,716 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "GET /web/assets/1fb0804/web.assets_web_print.min.css HTTP/1.1" 200 - 3 0.001 0.003
web-1  | 2025-11-28 01:36:31,819 1 INFO ? werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "GET /web/static/img/favicon.ico HTTP/1.1" 200 - 0 0.000 0.005
web-1  | 2025-11-28 01:36:31,821 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "GET /web/webclient/translations?hash=2a354ab9b7cfc70880721143fd0500bcf07278ab&lang=en_US HTTP/1.1" 200 - 1 0.002 0.006
web-1  | 2025-11-28 01:36:31,825 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "GET /web/bundle/web_tour.interactive?lang=en_US HTTP/1.1" 200 - 1 0.004 0.005
web-1  | 2025-11-28 01:36:31,827 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "GET /web/manifest.webmanifest HTTP/1.1" 200 - 6 0.007 0.007
web-1  | 2025-11-28 01:36:31,828 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "GET /bus/websocket_worker_bundle?v=19.0-2 HTTP/1.1" 304 - 3 0.002 0.006
web-1  | 2025-11-28 01:36:31,883 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "GET /web/assets/8903f86/web.odoo_ui_icons.min.woff2 HTTP/1.1" 200 - 3 0.007 0.014
web-1  | 2025-11-28 01:36:31,883 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "POST /web/dataset/call_kw/ir.module.module/search_panel_select_range#ir.module.module.search_panel_select_range HTTP/1.1" 200 - 1 0.001 0.008
web-1  | 2025-11-28 01:36:31,885 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "GET /web/image?model=res.users&field=avatar_128&id=2 HTTP/1.1" 304 - 8 0.016 0.011
web-1  | 2025-11-28 01:36:31,885 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "GET /web/assets/0ed95cb/web.fontawesome.min.woff2 HTTP/1.1" 200 - 3 0.007 0.015
web-1  | 2025-11-28 01:36:31,902 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "POST /web/dataset/call_kw/ir.module.module/get_views#ir.module.module.get_views HTTP/1.1" 200 - 2 0.005 0.039
web-1  | 2025-11-28 01:36:31,914 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "POST /web/dataset/call_kw/ir.module.module/check_module_update#ir.module.module.check_module_update HTTP/1.1" 200 - 2 0.006 0.012
web-1  | 2025-11-28 01:36:31,916 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "GET /websocket?version=19.0-2 HTTP/1.1" 101 - 1 0.003 0.012
web-1  | 2025-11-28 01:36:31,919 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "POST /mail/data HTTP/1.1" 200 - 17 0.031 0.024
web-1  | 2025-11-28 01:36:31,931 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "POST /web/dataset/call_kw/ir.module.module/search_panel_select_range#ir.module.module.search_panel_select_range HTTP/1.1" 200 - 39 0.024 0.016
web-1  | 2025-11-28 01:36:31,944 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "POST /web/dataset/call_kw/ir.module.module/web_search_read#ir.module.module.web_search_read HTTP/1.1" 200 - 3 0.011 0.039
web-1  | 2025-11-28 01:36:31,995 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:36:31] "POST /web/dataset/call_kw/ir.module.module/check_module_update#ir.module.module.check_module_update HTTP/1.1" 200 - 2 0.002 0.003
web-1  | 2025-11-28 01:38:28,854 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:28] "POST /web/action/load HTTP/1.1" 200 - 9 0.005 0.013
web-1  | 2025-11-28 01:38:29,822 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:29] "POST /web/dataset/call_kw/res.config.settings/get_views#res.config.settings.get_views HTTP/1.1" 200 - 632 0.120 0.823
web-1  | 2025-11-28 01:38:29,901 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:29] "POST /web/dataset/call_kw/res.config.settings/onchange#res.config.settings.onchange HTTP/1.1" 200 - 153 0.031 0.030
web-1  | 2025-11-28 01:38:29,958 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:29] "POST /base_setup/demo_active HTTP/1.1" 200 - 2 0.001 0.002
web-1  | 2025-11-28 01:38:29,965 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:29] "POST /base_setup/data HTTP/1.1" 200 - 6 0.002 0.002
web-1  | 2025-11-28 01:38:45,378 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:45] "GET /odoo/settings?debug=1 HTTP/1.1" 200 - 24 0.007 0.014
web-1  | 2025-11-28 01:38:45,411 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:45] "GET /web/webclient/load_menus HTTP/1.1" 200 - 11 0.005 0.015
web-1  | 2025-11-28 01:38:45,609 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:45] "GET /web/webclient/translations?hash=2a354ab9b7cfc70880721143fd0500bcf07278ab&lang=en_US HTTP/1.1" 200 - 1 0.001 0.005
web-1  | 2025-11-28 01:38:45,613 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:45] "GET /web/bundle/web_tour.interactive?lang=en_US&debug=1 HTTP/1.1" 200 - 1 0.001 0.004
web-1  | 2025-11-28 01:38:45,614 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:45] "GET /web/manifest.webmanifest HTTP/1.1" 200 - 6 0.005 0.005
web-1  | 2025-11-28 01:38:45,617 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:45] "GET /bus/websocket_worker_bundle?v=19.0-2 HTTP/1.1" 304 - 3 0.001 0.005
web-1  | 2025-11-28 01:38:45,677 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:45] "GET /web/image?model=res.users&field=avatar_128&id=2 HTTP/1.1" 304 - 8 0.006 0.008
web-1  | 2025-11-28 01:38:45,709 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:45] "POST /web/dataset/call_kw/res.config.settings/get_views#res.config.settings.get_views HTTP/1.1" 200 - 7 0.009 0.034
web-1  | 2025-11-28 01:38:45,710 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:45] "GET /websocket?version=19.0-2 HTTP/1.1" 101 - 1 0.002 0.023
web-1  | 2025-11-28 01:38:45,716 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:45] "POST /mail/data HTTP/1.1" 200 - 17 0.032 0.009
web-1  | 2025-11-28 01:38:45,768 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:45] "POST /web/dataset/call_kw/res.config.settings/onchange#res.config.settings.onchange HTTP/1.1" 200 - 44 0.016 0.024
web-1  | 2025-11-28 01:38:45,825 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:45] "POST /base_setup/demo_active HTTP/1.1" 200 - 2 0.001 0.002
web-1  | 2025-11-28 01:38:45,832 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:45] "POST /base_setup/data HTTP/1.1" 200 - 5 0.001 0.002
web-1  | 2025-11-28 01:38:47,413 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:38:47] "GET /web/service-worker.js HTTP/1.1" 200 - 1 0.001 0.009
web-1  | 2025-11-28 01:39:01,696 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:39:01] "POST /web/action/load HTTP/1.1" 200 - 10 0.005 0.007
web-1  | 2025-11-28 01:39:01,720 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:39:01] "POST /web/dataset/call_kw/ir.module.module/get_views#ir.module.module.get_views HTTP/1.1" 200 - 2 0.002 0.006
web-1  | 2025-11-28 01:39:01,736 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:39:01] "POST /web/dataset/call_kw/ir.module.module/search_panel_select_range#ir.module.module.search_panel_select_range HTTP/1.1" 200 - 1 0.001 0.003
web-1  | 2025-11-28 01:39:01,759 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:39:01] "POST /web/dataset/call_kw/ir.module.module/check_module_update#ir.module.module.check_module_update HTTP/1.1" 200 - 2 0.001 0.003
web-1  | 2025-11-28 01:39:01,762 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:39:01] "POST /web/dataset/call_kw/ir.module.module/search_panel_select_range#ir.module.module.search_panel_select_range HTTP/1.1" 200 - 41 0.016 0.013
web-1  | 2025-11-28 01:39:01,784 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:39:01] "POST /web/dataset/call_kw/ir.module.module/web_search_read#ir.module.module.web_search_read HTTP/1.1" 200 - 3 0.003 0.043
web-1  | 2025-11-28 01:39:01,817 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:39:01] "POST /web/dataset/call_kw/ir.module.module/check_module_update#ir.module.module.check_module_update HTTP/1.1" 200 - 2 0.002 0.003
web-1  | 2025-11-28 01:39:12,909 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:39:12] "POST /web/action/load HTTP/1.1" 200 - 9 0.002 0.005
web-1  | 2025-11-28 01:39:12,934 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:39:12] "POST /web/dataset/call_kw/base.module.update/get_views#base.module.update.get_views HTTP/1.1" 200 - 11 0.005 0.008
web-1  | 2025-11-28 01:39:12,944 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:39:12] "POST /web/dataset/call_kw/base.module.update/onchange#base.module.update.onchange HTTP/1.1" 200 - 2 0.001 0.002
web-1  | 2025-11-28 01:39:15,981 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:39:15] "POST /web/dataset/call_kw/base.module.update/web_save#base.module.update.web_save HTTP/1.1" 200 - 5 0.005 0.005
web-1  | 2025-11-28 01:39:15,991 1 INFO vfs odoo.addons.base.models.ir_module: ALLOW access to module.update_list on [] to user yang.jiming@mofisoft.com.sg #2 via 172.19.0.1 
web-1  | 2025-11-28 01:39:17,364 1 WARNING vfs odoo.modules.module: The module vehicle_financing has an incompatible version, setting installable=False 
web-1  | 2025-11-28 01:39:17,497 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:39:17] "POST /web/dataset/call_button/base.module.update/update_module#base.module.update.update_module HTTP/1.1" 200 - 1502 0.308 1.202
web-1  | 2025-11-28 01:43:19,365 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-11-28 01:43:19,383 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-11-28 01:43:19,388 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-11-28 01:43:19,398 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-11-28 01:48:48,606 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:48:48] "POST /web/dataset/call_button/ir.module.module/more_info#ir.module.module.more_info HTTP/1.1" 200 - 1 0.001 0.003
web-1  | 2025-11-28 01:48:48,623 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:48:48] "POST /web/dataset/call_kw/ir.module.module/get_views#ir.module.module.get_views HTTP/1.1" 200 - 1 0.001 0.005
web-1  | 2025-11-28 01:48:48,661 1 INFO vfs werkzeug: 172.19.0.1 - - [28/Nov/2025 01:48:48] "POST /web/dataset/call_kw/ir.module.module/web_read#ir.module.module.web_read HTTP/1.1" 200 - 9 0.003 0.025
web-1  | 2025-11-28 02:00:37,631 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Account: Post draft entries with auto_post enabled and accounting date up to today' (17) starting 
web-1  | 2025-11-28 02:00:37,664 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Account: Post draft entries with auto_post enabled and accounting date up to today' (17) fully done (#loop 1; done 0; remaining 0; duration 0.03s) 
web-1  | 2025-11-28 02:07:08,043 1 INFO ? odoo.service.server: Initiating shutdown 
web-1  | 2025-11-28 02:07:08,043 1 INFO ? odoo.service.server: Hit CTRL-C again or send a second signal to force the shutdown. 
web-1  | 2025-11-28 02:07:08,273 1 ERROR vfs odoo.sql_db: bad query: b' UPDATE "mail_presence"\n                    SET "status" = "__tmp"."status"::VARCHAR\n                    FROM (VALUES (1, \'offline\')) AS "__tmp"("id", "status")\n                    WHERE "mail_presence"."id" = "__tmp"."id"\n                '
web-1  | ERROR: could not serialize access due to concurrent update
web-1  |  
web-1  | 2025-11-28 02:07:08,280 1 ERROR vfs odoo.addons.bus.websocket: could not serialize access due to concurrent update
web-1  |  
